Country,date,Air-craft type,registration name/mark,operator,fatilites,location,category
Angola,29-Dec-1984,Lockheed L-100-30 Hercules,N24ST,Transamerica Airlines,0,Cafunfo Airp...,A1
Azerbaijan,20-Jan-1976,Antonov An-8,,Soviet AF,7,within Azerb...,A1
Germany,15-May-1953,Fairchild C-119C Flying Boxcar,51-8235,USAF,6,near Hemsbach,A1
USA,24-May-1998,Douglas C-47A (DC-3),N67588,Majestic Air Cargo,0,"near Anchorage, AK",A1
USA,11-Oct-1946,Douglas C-54B (DC-4),NC88729,Eastern Air Lines,0,"near Alexandria, VA",A1
USA,22-Dec-1942,Douglas C-47 (DC-3),41-18674,USAAF,5,"near Fairfield, CA",A1
Canada,11-Nov-2008,Beech 100 King Air,C-GWWQ,National Aviation,0,Stony Rapids...,A1
Uzbekistan,13-Aug-1994,Antonov An-24,,Uzbekistan AF,,,U1
Bolivia,22-May-1995,Convair CV-440,CP-2142,SASA,1,San Borja-Ca...,A1
Indonesia,22-Sep-1944,Consolidated PBY-5A Catalina,A24-94,RAAF,,Sermata Island,C1
Thailand,03-Aug-2008,Boeing 747-481D,JA8955,All Nippon,0,Bangkok-Don ...,O1
USA,26-Oct-2009,Beech B100 King Air,N729MS,Mazak Properties,4,"near Benavides, TX",A1
USA,14-Sep-2021,Raytheon Beechjet 400A,N100FN,Meander Air II LLC,0,between Youn...,A1
Nigeria,03-Aug-1969,Lockheed L-1049H Super Constellatio,CF-NAJ,Canairelief Air,4,near Uli Airstrip,A1
Colombia,02-Jun-1982,IAI Arava 201,FAC-951,Colombian AF,0,Rondon Airpo...,A1
Puerto Rico,19-Feb-1967,Lockheed P-2H Neptune,147955,US Navy,0,Roosevelt Ro...,A1
Israel,24-Oct-1948,Douglas C-47A (DC-3),S-83/83U,Israeli AF,5,Ekron-Tel No...,A1
Indonesia,11-Feb-2001,CASA C-212-M Aviocar 200,A-9119,Indonesian Army,0,Jakarta-Pond...,A1
United Kingdom,03-Jul-1968,Airspeed AS.57 Ambassador 2,G-AMAD,BKS Air Transport,6,London-Heath...,A1
India,31-Mar-1956,Douglas C-47A (DC-3),VT-DCM,National Air Operators,3,Indapur,A1
France,12-Sep-1945,Douglas C-53D Skytrooper (DC-3),42-68699,USAAF,,Coulommiers,A2
Italy,02-Mar-2011,Cessna S550 Citation S/II,S5-BAX,GIO Business Aviation,0,Forli Airpor...,A2
Belgium,16-May-1940,Junkers Ju-52/3m,1Z+,German AF,1,Ochamps,A1
USA,15-Oct-1960,Curtiss C-46F,N1300N,Capitol Airways,2,"Plain City, UT",A1
Nigeria,21-May-1991,Cessna 550 Citation II,5N-AMR,Ashaka Cement Comp.,3,Bauchi Airpo...,A1
Russia,13-Aug-1950,Lisunov Li-2,CCCP-H955,Dalstroi Aviation,5,near Seimchan,A1
Thailand,28-Sep-1963,Fairchild C-123B Provider,55-4513,USAF,0,Maha Sarakham,A1
Uruguay,10-Feb-1978,Douglas C-47A (DC-3),CX-BJH/T-511,TAMU,44,near Artigas Airp...,A1
Russia,03-Oct-2000,Antonov An-12BK,,Russian AF,,Petrel-Burev...,A1
Namibia,14-Jan-2016,Airbus A319-112,V5-ANL,Air Namibia,0,near Windhoek-Hos...,A2
Myanmar,28-Jun-1944,Douglas C-47A (DC-3),42-93385,USAAF,7,,A1
Russia,22-Jun-1961,Ilyushin Il-18B,CCCP-75672,"Aeroflot, Moscow",0,"near Bogoroditsk,...",A1
South Africa,25-Jan-2010,Lockheed C-130B Hercules,404,South African AF,0,Waterkloof A...,A1
USA,14-Apr-1945,Douglas DC-3-313A,NC25692,Pennsylvania-Central Airlines,20,"near Morgantown, WV",A1
Honduras,29-Aug-2014,Beech 200 Super King Air,N70AJ,private,0,"Ibans, Mosqu...",A1
Japan,12-Sep-1966,Douglas DC-7CF,N2282,Airlift Int.,0,Tachikawa Ai...,A1
Portugal,08-May-1994,BN-2A-8 Islander,CS-DAF,Aerocondor,0,near Bragança,A1
Panama,01-Sep-1967,Curtiss C-46D,44-77552,USAF,9,Balboa-Howar...,A1
Austria,27-Feb-1985,Boeing 727-230,,Lufthansa,0,Wien-Schwech...,H2
USA,10-Aug-2018,DHC-8-402Q Dash 8,N449QX,"Horizon Air, opf Alaska Airlines",1,Ketron Islan...,C1
Norway,27-Jun-1941,Junkers Ju-52/3m,,German AF,12,Fiskviksaetr...,A1
Sri Lanka,09-Dec-1943,Consolidated PBY-5A Catalina,Y-78,Dutch Navy,0,near Elephant Poi...,A1
Canada,13-Feb-1956,Bristol 170 Freighter 31,CF-FZU,Maritime Central Airways,3,near Frobisher Ba...,A1
China,13-Nov-1944,Consolidated C-87,44-39208,USAAF,4,Yefonchang,A1
Ethiopia,23-Jun-1994,ATR 42-320,,Ethiopian Airlines,0,Addis Ababa-...,H2
New Zealand,26-Mar-1968,Lockheed 18 Lodestar,ZK-CMX,Airland (NZ),1,near Waewaepa Range,A1
Canada,16-Oct-2000,Lockheed L-188A Electra,C-FQYB,Air Spray,0,Red Deer Air...,O1
Russia,23-Mar-2013,Antonov An-2R,RA-02203,Yug Line,1,"near Vostochnaya,...",A1
Congo (former Zaire),15-Aug-2000,Antonov An-12BP,LZ-ITC,Inter Trans Air,0,Kisangani Ai...,A1
Venezuela,20-Feb-2017,Beech 200 Super King Air,,Unknown,0,near Lago de Mara...,O1
Indonesia,28-Aug-1992,Vickers 843 Viscount,PK-IVX,Bouraq Indonesia,0,Banjarmasin-...,A1
Russia,09-Jan-1951,Lisunov Li-2,CCCP-L4359,"Aeroflot, West Siberia",6,near Kazan Airpor...,A1
Norway,21-Jun-1985,Boeing 737-205,LN-SUG,Braathens,0,Oslo-Fornebu...,H2
India,01-Dec-2015,Hawker 900XP,VT-ICA,private,0,Chennai Airp...,O1
USA,20-Jul-1993,Cessna T-47A Citation II,N12859,Cessna Aircraft,0,Topeka-Forbe...,O1
Kenya,08-Jul-2007,ATR 72-212,5H-PAR,Precision Air,0,Nairobi-Jomo...,A2
Kuwait,10-Dec-1999,Lockheed C-130E Hercules,63-7854,USAF,3,Kuwait Inter...,A1
Congo (former Zaire),02-Jan-1995,Boeing 737-298C,9Q-CNI,Air Zaire,0,Kinshasa-N'D...,A1
USA,07-May-1944,Consolidated C-87,42-63779,USAAF,0,"Newark AAF, NJ",A1
South Korea,16-Jan-1952,Fairchild C-119C Flying Boxcar,49-172,USAF,3,near Pohang,A1
Greece,07-Mar-1944,Junkers Ju-52/3m,,German AF,1,between Eleu...,C1
Egypt,30-Oct-1976,Convair CV-440-88,N985,OMCO Petroleum Co.,0,Cairo Intern...,A1
Mexico,30-Jun-2007,Sabreliner 40,XA-SMR,Aerodan,0,Saltillo Air...,A2
USA,17-Apr-1954,Kaiser-Frazer C-119F Flying Boxcar,51-8133,USAF,0,Birmingham A...,A1
Indonesia,29-Apr-2018,Boeing 737-8GP (WL),PK-LOO,Lion Air,0,Gorontalo-Ja...,A2
Argentina,28-Apr-1951,Curtiss C-46A,CC-CYA-141,Lyon Air,0,near Los Antiguos...,A1
Venezuela,01-Feb-1972,Dornier Do 28D-1 Skyservant,YV-C-FLG,Aeroven,0,Salvación mi...,A1
Mali,30-Jun-1996,Boeing 707-369C,5X-JON,"DAS Air Cargo, op.for Air Afrique",0,Bamako Airpo...,A1
USA,04-Jan-1951,Curtiss C-46D,N79982,Monarch Air Service,0,Chicago-Midw...,A1
Taiwan,08-Mar-1969,Lockheed C-130E Hercules,64-0545,USAF,12,Taichung-Chi...,A1
Chile,08-Feb-2020,Beech 200 Super King Air,CC-COT,Transportes Torreon,0,Rio Bueno-Fu...,O1
Hungary,06-Aug-1961,Douglas C-47A (DC-3),HA-TSA,Malev,27+ 3,Budapest,A1
Papua New Guinea,14-Sep-1944,Douglas C-47A (DC-3),42-23959,USAAF,0,near Port Moresby,A1
Myanmar,20-Jun-1944,Curtiss C-46A,41-24699,USAAF,1,near Ninchangwang,A1
USA,13-Aug-1999,Cessna 208 Caravan I,N193GE,Greystoke Engineering Inc,0,Hillsborough...,A1
Poland,12-Nov-1980,Antonov An-2R,SP-CNI,APRL,,Drzenin,A1
Bahamas,01-Jun-1991,GAF Nomad N.24A,N8071L,Agape Flights,2,near Matthewtown,A1
Pakistan,08-Jul-1969,Lockheed C-130B Hercules,23490,Pakistan AF,,Islamabad,U1
Singapore,07-Oct-1996,Fokker F-27 Friendship 200,PK-JFK,Sempati Air,0,Singapore-Se...,O1
Mexico,04-Nov-2004,Rockwell Sabreliner 60,XA-GUR,Servicios Aéreos Jemsa,0,Toluca Airpo...,A1
Indonesia,07-Nov-2002,BN-2A-21 Islander,PK-VIZ,Dirgantara Air Services,7,near Juwata,A1
USA,11-Oct-1983,Hawker Siddeley HS-748,N748LL,Air Illinois,10,near Pinckneyvill...,A1
Venezuela,12-Feb-2008,DC-9-31,YV298T,Aserca Airlines,0,Caracas-Simo...,O1
Russia,02-Jul-1941,Lisunov PS-84,CCCP-L3467,Aeroflot,3,near Lipetsk ?,A1
Japan,19-Nov-1945,Curtiss R5C-1 (C-46),39592,USMC,0,Hishi-no-Shima,A1
USA,07-May-1964,Fairchild F-27A,N2770R,Pacific Air Lines,44,"near San Ramon, CA",C1
USA,02-Oct-1989,Cessna 550 Citation II,N53CC,GTE South,2,near Roxboro/Pers...,A1
Colombia,24-Jun-1935,Ford 5-AT-D Tri-Motor,C-31,SCADTA,7,Medellín-Enr...,A1
Germany,04-Apr-1945,Junkers Ju-252A1,DF+BW,German AF,5,near Reichenbach ...,A1
France,28-Jan-1956,Douglas C-47 (DC-3),F-BCYK,Air France,3,near Lyon-Bron Ai...,A1
Philippines,25-Apr-1945,Douglas C-47A (DC-3),43-15483,USAAF,,near Angeles City,A1
Costa Rica,31-Dec-2017,Cessna 208B Grand Caravan,TI-BEI,Nature Air,12,near Punta Islita...,A1
Australia,30-Nov-1961,Vickers 720 Viscount,VH-TVC,Ansett-ANA,15,near Sydney-Kings...,A1
India,25-Jun-1955,Douglas C-47 (DC-3),,Indian AF,11,Agra,A1
United Kingdom,07-Aug-1943,Consolidated Catalina,FP101,RAF,,Duross Point...,A1
Afghanistan,18-Dec-2011,PZL-Mielec C-145A (M28-05) Skytruck,08-0319,USAF,0,Walan Rabat ...,A1
Russia,30-Dec-1971,Ilyushin Il-14M,CCCP-91570,"Aeroflot, Magadan",0,Baranikha,A1
USA,17-Nov-1943,Lockheed C-60A Lodestar,42-55898,USAAF,,near Monroe-Selma...,A1
Australia,14-Mar-2015,Airbus A330-343,9M-MTA,Malaysia Airlines,0,Melbourne-Tu...,A2
Papua New Guinea,13-Oct-1993,BN-2A-20 Islander,P2-HBE,Heli Niugini,4,Jimi Valley,A1
Chile,25-May-1971,Curtiss C-46F,CC-CAZ,ALFA,4,near Santiago-Los...,A1
Turkey,16-Nov-1965,Douglas C-47A (DC-3),H-060,Turkish AF,9,near Ankara-Etime...,A1
USA,27-Jul-2018,Boeing 767-38EER,N641GT,Atlas Air,0,Portsmouth I...,A2
USA,18-Nov-1950,Lockheed L-049 Constellation,NC86511,TWA,0,Long Beach A...,A2
Canada,21-Feb-2020,DHC-3T Vazar Turbine Otter,C-FIUZ,Harbour Air,0,Vancouver-Co...,O2
Mexico,25-Oct-2015,Sukhoi Superjet 100-95B,XA-PBA,Interjet,0,Mexico City-...,O1
United Kingdom,24-Jul-1945,Douglas C-47A (DC-3),42-108982,USAAF,8,"near Glossop, She...",A1
Canada,11-Jul-1951,Lockheed 18 Lodestar,CF-ETC,private,0,Montreal-Dor...,A1
USA,06-Mar-2002,Fokker 100,N1425A,American Airlines,0,Dallas/Fort ...,A2
Germany,19-Jun-1958,Curtiss C-46F,LX-LAA,Luxembourg Airlines,0,Stuttgart-Ec...,A1
Brazil,25-Jul-1987,Embraer EMB-110P Bandeirante,PT-GKT,Rio Sul,0,Santo Angelo...,A1
Laos,16-Aug-1954,Bristol 170 Freighter 21E,F-VNAI,Air Vietnam,47,near Pakse,A1
Thailand,03-Jan-1957,Douglas C-47 (DC-3),,Thai AF,3,Tak Province,A1
USA,14-Apr-1953,Douglas DC-3C,N65743,Miami Airlines,7,"near Selleck, WA",A1
Canada,26-Aug-2018,Boeing 767-333ER (WL),C-FMWV,Air Canada Rouge,0,near Vancouver In...,A2
India,14-Jun-1945,Curtiss C-46A,43-47325,USAAF,,,A1
USA,19-Jun-1998,Cessna 500 Citation I,N41SH,JJU Aviation,0,Fishers Isla...,A1
France,31-Aug-1993,Cessna F406 Caravan II,F-GJLH,Private,0,Strasbourg,A1
Myanmar,11-Sep-1945,Douglas Dakota IV (DC-3),KJ850,RAF,,near Amherst,A1
Australia,19-Oct-1943,Douglas C-47 (DC-3),41-19466,USAAF,,"near Cloncurry, QLD",A1
Puerto Rico,03-May-1960,Curtiss C-46A,PP-NMD,NAB,5,Aguadilla-Ra...,A1
Indonesia,22-Oct-1944,Douglas C-47A (DC-3),43-15453,USAAF,,Cyclops Fiel...,A1
USA,14-Apr-1988,Fokker F-28 Fellowship 4000,N110UR,Piedmont Airlines,0,"Charleston, WV",A2
Greece,01-Oct-1937,Short S.23 Empire Flying Boat Mk I,G-ADVC,Imperial Airways,3,Faliro Bay,A1
Ukraine,09-May-1942,Junkers Ju-52/3m,,German AF,5,near Uman,A1
Peru,21-Jun-2016,Beech 200C Super King Air,OB-2104-P,AerCaribe Peru,0,Lima-Jorge C...,A2
France,26-Aug-1921,Farman F.60 Goliath,O-BLAN,SNETA,2,near Calais [The ...,A1
Canada,02-Aug-2005,Airbus A340-313X,F-GLZQ,Air France,0,Toronto-Pear...,A1
Kenya,23-Jan-1961,Handley Page Hastings C.2,WJ342,RAF,0,Nairobi-East...,A1
Bahamas,12-Nov-1964,Lockheed 18 Lodestar,N171Q,Private,4,Freeport-Gra...,A1
India,07-Sep-1965,Douglas DC-3,,Indian Airlines,0,Srinagar Air...,C1
Panama,06-Apr-1983,BN-2A-26 Islander,HP-945,Aviones de Panama,,,U1
USA,08-Dec-1985,Learjet 35A,N15TW,Corporate Air,3,"Rochester, MN",A1
Brazil,16-Mar-1978,C-115 Buffalo (DHC-5),2358,Brazilian AF,0,"Rio Branco, AC",A1
USA,02-Jan-1970,Lockheed 18 Learstar II,N13VV,Sky King,0,North Little...,A1
Canada,23-Nov-2020,DHC-8-314 Dash 8,C-FEXZ,Voyageur Airways,0,North Bay Ai...,O2
USA,24-Aug-1951,Douglas DC-6B,N37550,United Airlines,50,near Oakland Inte...,A1
Thailand,05-May-1983,Fairchild C-123K Provider,L4K-12/18,Thai AF,30,near Nakhon Sawan...,A1
USA,19-Apr-1944,Consolidated PBY-5A Catalina,48449,US Navy,,San Diego-No...,A1
Canada,25-Apr-1950,Douglas Dakota III (DC-3),KG317,RCAF,0,near Summerside A...,A1
Italy,12-Apr-1945,Douglas C-47B (DC-3),43-49530,USAAF,,unknown,O1
Libya,09-May-2015,BAe-146-300,5A-DKQ,Air Libya,0,Dahra Oilfield,O1
Russia,07-Aug-1940,Lisunov PS-84,CCCP-L3409,Aeroflot,18,near Novosibirsk,A1
Poland,25-Aug-1960,Lisunov Li-2P,SP-LAL,LOT,6,near Tczew,A1
USA,28-Jan-1945,Consolidated PBY-5 Catalina,2378,US Navy,3,Escambia Bay...,A1
Morocco,09-Jul-2018,ATR 72-600 (72-212A),CN-COH,RAM Express,0,near Al Hoceima-C...,A2
Congo (former Zaire),27-Apr-2006,Convair CV-580F,ZS-SKH,"Skyhaul, op.for Sun Air Services",8,Amisi Airport,A1
Netherlands,17-Sep-1944,Douglas C-47A (DC-3),42-100567,USAAF,,Son,A1
Brazil,12-Aug-1947,Douglas C-54A (DC-4),LV-ABL,FAMA,0,Cachoeiro de...,A1
Brazil,28-Feb-1962,Lockheed L-049 Constellation,PP-PCR,Panair do Brasil,0,Rio de Janei...,A1
Panama,??-DEC-1989,BN-2A-27 Islander,HP-1133IT,Istmeña de Aviación,,,A1
USA,23-Nov-1968,DHC-6 Twin Otter 200,N7666,Cable Commuter,9,near Santa Ana-Or...,A1
USA,27-Jul-2000,Boeing 757-200,,National Airlines,0,New York-Joh...,H2
Belgium,27-Sep-1921,Farman F.60 Goliath,O-BRUN,SNETA,0,Evere Airfield,O1
Kenya,07-Dec-2003,Fokker F-28 Fellowship 4000,5Y-NNN,East African Safari,0,Lokichoggio ...,A1
Canada,22-Mar-1952,Douglas C-47 (DC-3),CF-BXZ,Maritime Central Airways,4,"near Gaspe, QC",A1
France,03-Mar-1945,Douglas C-47A (DC-3),43-48223,USAAF,16,Carmeilles-e...,A1
Canada,22-Aug-2013,DHC-3T Vazar Turbine Otter,C-FSGD,Transwest Air,1,near Ivanhoe Lake...,A1
USA,21-May-1943,Douglas C-47 (DC-3),41-38645,USAAF,,"Atka, AK",A1
USA,25-Aug-1977,Shorts SC.7 Skyvan 3-200,N4917,"Air Cargo Hawaii, lsf Wien Air Alaska",2,near Kona-Keahole...,A1
Panama,16-Jan-1943,Douglas C-49D (DC-3),41-7718,USAAF,,Palo Seca,A1
India,24-Aug-1983,Fokker F-27 Friendship 100,VT-DOK,Indian Airlines,0,Calcutta Air...,A2
Brazil,23-Feb-1957,Junkers Ju-52/3m,PT-AUX,VASP,6,"near Salesópolis, SP",A1
France,16-Apr-1945,Douglas C-53D Skytrooper (DC-3),42-68749,USAAF,,Amiens-Advan...,A1
Portugal,22-Feb-1943,Boeing 314A,NC18603,Pan Am,24,near Lisboa,A1
Gabon,??-MAY-1973,BN-2A Islander,TR-LOC,Air Gabon,,,U1
Jordan,26-Jul-2000,Lockheed C-130H Hercules,348,Jordanian AF,13,near Mafraq-King ...,A1
Costa Rica,26-Apr-1946,Douglas C-47 (DC-3),41-7770,USAAF,,San José-La ...,A1
Italy,26-Oct-1952,DH-106 Comet 1A,G-ALYZ,BOAC,0,Roma-Ciampin...,A1
Vietnam,02-May-1972,Fairchild AC-119K Stinger,53-7826,USAF,3,near An Loc,C1
Guatemala,19-Jun-2020,Gulfstream American G-1159A Gulfstr,N516TR,private,0,"El Chico, Re...",C1
Australia,14-May-1970,DC-9-31,,Ansett,0,Sydney-Kings...,H2
USA,22-Jun-1980,Lockheed L-1049H Super Constellatio,N74CA,Air Traders Int.,3,near Columbus Mun...,A1
Brazil,15-Feb-1945,Lockheed 18 Lodestar,PP-NAE,NAB,15,"near Lagoa Santa, GO",A1
Russia,27-Jun-2019,Antonov An-24RV,RA-47366,Angara Airlines,2,Nizhneangars...,A1
USA,10-Jan-1955,Lockheed 18 Lodestar,N33369,National Airlines,0,St. Petersbu...,A1
USA,11-Dec-1974,Lockheed L-188AF Electra,N400FA,Fairbanks Air Service,0,Prudhoe Bay/...,A1
Denmark,26-Jan-1998,BAe 3103 Jetstream 31,OY-SVP,"British Airways Express, opb Sun-Air",0,København-Ka...,O1
Congo,23-Dec-2005,Antonov An-24RV,ER-AZX,"Pecotox Air, op.for Aéro-Service",0,Pokola,A2
Colombia,15-Dec-1990,Embraer EMB-110P1 Bandeirante,HK-3195X,AIRES Colombia,0,Villa Garzón...,C1
Tajikistan,02-Feb-2014,Airbus A320-231,EY-623,East Air,0,Kulob Airpor...,A1
South Sudan,10-Dec-2019,DHC-8-402Q Dash 8,ET-AQC,Ethiopian Airlines,0,Juba Airport...,A1
Vietnam,30-Aug-1967,DHC-4A Caribou,A4-171,RAAF,,near An Thoi,A1
Virgin Islands (U.S.),04-May-1949,Curtiss C-46F,,Continental Charters,0,Saint Thomas...,A1
Cuba,19-Jun-1965,Ilyushin Il-14P,CU-T824,Cubana,5,near Jaruco,C1
Norway,05-Nov-1942,Junkers Ju-52/3mg4e,7U+FK,German AF,5,"Rendalen, He...",A1
USA,01-Jul-1942,Douglas C-49E (DC-3),42-56093,USAAF,21,"Welon, WV",A1
United Kingdom,21-Mar-1965,Hawker Siddeley HS-748,G-ATAM,BKS Air Transport,0,Leeds/Bradfo...,A2
Colombia,27-Feb-1985,DHC-6 Twin Otter 310,HK-2763,ACES,0,El Bagre Air...,O1
France,07-Jun-1940,Junkers Ju-52/3m,,German AF,4,near Charleville,A1
Poland,24-Jan-1969,Antonov An-24V,SP-LTE,LOT,0,near Wroclaw-Stra...,A1
Bolivia,14-Apr-1972,Douglas DC-3A,TAM-01,TAM,,La Paz ?,U1
Russia,15-Dec-1958,Ilyushin Il-14P,CCCP-41843,"Aeroflot, Ulyanovsk Flight School",4,near Ulyanovsk/Ba...,A1
Japan,13-Sep-1950,Fairchild C-119B Flying Boxcar,48-353,USAF,,Ashiya Air Base,A1
Canada,24-Jun-2005,DHC-3T Vazar Turbine Otter,C-FXUY,Air Tindi,0,Yellowknife ...,A1
Libya,25-Jul-2019,Ilyushin Il-76TD,UR-CMC,Europe Air,1,Al Jufra Air...,C1
USA,04-Feb-2009,AMI DC-3-65TP,N834TP,National Test Pilot School,0,Mojave-Kern ...,A1
Norway,17-Feb-1983,BN-2A-21 Islander,LN-MAF,Norving,,Båtsfjord Ai...,U1
Madagascar,10-Apr-1953,Amiot AAC.1 (Ju-52),F-BALE,Air France,4,Miandrivazo ...,A1
United Kingdom,05-Sep-1939,Vickers Valentia,K2345,RAF,0,Catterick RA...,A1
United Kingdom,28-Jul-1944,Douglas C-47A (DC-3),42-23334,USAAF,,near Rauceby,A1
Brazil,15-Jun-2019,ATR 42-320,PR-MPN,MAP Linhas Aéreas,0,Manaus-Eduar...,A1
Germany,30-Aug-1946,Douglas C-47A (DC-3),43-15353,USAAF,,Fürth Advanc...,A1
Ireland,13-Nov-1943,Short Sunderland III,DD863,RAF,11,near Mayo,A1
USA,25-Nov-1965,Douglas DC-8-54F,N8784R,Trans Caribbean Airways,0,Miami Intern...,O1
Indonesia,23-May-1987,DHC-6 Twin Otter 300,PK-NUW,Merpati Nusantara,8,near Ruteng,A1
USA,06-Sep-1955,Kaiser-Frazer C-119F Flying Boxcar,51-8142,USAF,4,near Alexandria-E...,A1
Kenya,10-Nov-1940,Lockheed 14-N2 Super Electra,AX688,RAF,7,Nairobi,A1
Ukraine,24-Feb-2022,Antonov An-74T,UR-74010,Antonov Airlines,0,Kyiv-Gostome...,C1
Brazil,02-Feb-1995,Boeing 737-2A1,PP-SMV,VASP,0,São Paulo-Gu...,A1
India,12-Jan-1944,Douglas Dakota III (DC-3),FD913,RAF,,"Nowgong, Assam",A1
Papua New Guinea,29-Jul-1995,PADC/BN-2A-21 Islander,P2-MBM,Provincial Air Transport,0,Fane Airport...,A1
France,30-Jan-1950,Douglas C-47B (DC-3),F-BEIH,Air Nolis,,Le Treport,U1
Russia,09-Feb-2021,Antonov An-12BK,RF-95416,Russian AF,0,Iturup Airpo...,A2
Syria,29-Aug-1969,Boeing 707-331B,N776TW,TWA,0,Damascus-Mez...,H2
Egypt,02-May-1951,Vickers Valetta C.1,VW156,RAF,8,near Fayid,A1
China,09-Dec-1949,Curtiss C-46D,XT-820,Civil Air Transport,38,near Lanzhou,A1
Indonesia,13-Oct-1946,Consolidated PBY-5 Catalina,Y-87,Dutch Navy,0,near Woendi,A1
Russia,15-Jan-1960,Lisunov Li-2,CCCP-19405,"Aeroflot, Uralsk",1,near Sverdlovsk,A1
Russia,11-Apr-1967,Lisunov Li-2,CCCP-04213,"Aeroflot, Polar",0,near Nizhniye Kre...,A1
Maldives,09-Jul-2012,DHC-6 Twin Otter 300,8Q-TMT,Trans Maldivian Airways,0,Conrad Maldi...,A2
USA,24-Mar-1993,Douglas DC-7C,HR-ALY,Aero Servicios,0,Miami Intern...,O1
India,11-Mar-1945,Consolidated C-87,42-107271,USAAF,,near Jorhat (JRH),A1
Nicaragua,01-Jun-1959,Curtiss C-46,TI-1022,Aerolineas Nacionales,2,within Nicaragua,C1
Mexico,18-Nov-1976,Howard 250,N519DW,Depositor Canales,2,Villa de Cas...,A1
Canada,07-May-2019,DHC-6 Twin Otter 300,C-GNDO,Air Inuit,0,near Kuujjuarapik...,A2
United Kingdom,11-Dec-1964,DH-125-1,G-ARYC,Hawker Siddeley,0,Filton Airpo...,A2
Puerto Rico,08-Feb-1977,Curtiss C-46D,HI-208,Aerolineas Argo,0,near San Juan-Isl...,A1
Lebanon,19-Mar-1977,Boeing 727-2F2,TC-JBJ,THY,0,Beirut Inter...,H2
Czech Republic,23-Feb-1945,Junkers Ju-52/3mg4e,4V+DR,German AF,8,Malá Úpa (Kl...,A1
Austria,20-Mar-1942,Junkers Ju-52/3m,,German AF,4,Klinserschlu...,A1
Nicaragua,28-Aug-1986,Douglas C-47 (DC-3),,Sandinist AF,2,near Siuna,C1
Mexico,??-???-1997,Hawker Siddeley HS-125-600A,XA-NTE,Servicios Aéreos del Sol,0,Monterrey-Ge...,O1
Canada,29-Jun-1982,Fairchild F-27A,C-FTPA,Norcanair,0,Wollaston La...,A1
Mexico,07-Jun-1968,Douglas C-53 (DC-3),N74139,Aerodyne Engineering,0,Isla del Fro...,A1
USA,04-Dec-1978,DHC-6 Twin Otter 300,N25RM,Rocky Mountain Airways,2,near Steamboat Sp...,A1
Cuba,17-May-1954,Curtiss C-46A,CU-C556,Cubana,0,Havana-Ranch...,A1
Colombia,29-Apr-1994,Cessna 208 Caravan I,HK-3479,L.A. de los Libertadores,8,near El Rosal,A1
USA,14-Jan-1979,Grumman G-73 Mallard,N95DF,Trans Catalina Airlines,0,Catalina Isl...,A1
Australia,19-Nov-2017,ATR 72-212A (ATR 72-600),VH-FVZ,Virgin Australia Airlines,0,Canberra Air...,A2
Canada,27-Apr-1967,Lockheed CC-130E Hercules,10309,RCAF,6,near Trenton Cana...,A1
Mozambique,12-Feb-1950,Junkers Ju-52/3m,CR-AAJ,DETA,0,"Lagoa Páti, ...",A1
Russia,28-Jun-1972,Antonov An-2R,CCCP-02582,"Aeroflot, East Siberia",4,near Shiringa,A1
France,10-Feb-1992,Morane Saulnier MS.760 Paris I,70,French AF,,,U1
USA,31-Mar-2001,DHC-3 Otter,N120BA,Bishop Aviation,0,Decatur-Bish...,A1
Morocco,09-Jul-1949,Junkers Ju-52,1036/32 S-1,French Navy,18,near Zaouit Massa,A1
Slovakia,28-Jul-1976,Ilyushin Il-18V,OK-NAB,CSA,76,near Bratislava-I...,A1
Cuba,17-Mar-1969,Boeing 727,,Faucett Perú,0,Havana-José ...,H2
Tanzania,27-Apr-1964,Douglas DC-3C,VP-KJP,East African Airways,1,Kilwa Masoko...,A2
Paraguay,23-Mar-1974,Lockheed 18 Lodestar,N850M,CIM Associates,0,Asunción Int...,A1
Norway,30-Oct-1942,Junkers Ju-52/3mge,7U+LK,German AF,2,"Overlihogda,...",A1
Russia,25-Apr-2001,Antonov An-2R,RA-17832,Adygeya-Avia,0,Stanitsa Nek...,A1
Slovakia,10-Oct-1944,Lisunov Li-2T,,Soviet AF,24,Mount Zadní ...,A1
Turkey,29-Dec-1999,Antonov An-28,3C-JJI,Ecuato Guineana de Aviacion,6,near Inebolu,A1
Morocco,09-Aug-1944,Lockheed C-57B-LO Lodestar,43-3271,USAAF,,Marrakech-Me...,A1
Cuba,10-Aug-1980,Boeing 737,,Air Florida,0,Havana,H2
Ukraine,22-Apr-2022,Antonov An-26B-100,UR-UZB,Constanta Airlines,1,near Zaporozhye A...,A1
USA,08-Jan-1988,Learjet 36A,N79SF,Phoenix Air,2,near Monroe Munic...,A1
United Arab Emirates,10-Mar-1997,Airbus A320-212,A4O-EM,Gulf Air,0,Abu Dhabi In...,A1
India,04-Nov-1942,Douglas C-49H (DC-3),LR232,RAF,,near Allahabad,A1
Italy,13-Aug-2006,Lockheed L-100-30 Hercules,7T-VHG,Air Algérie,3,near Piacenza,A1
Costa Rica,10-May-1982,Curtiss C-46F,YN-BRG,Aeronica,0,Puerto Limón...,H2
Liberia,22-Jun-1951,Lockheed L-049 Constellation,N88846,Pan Am,40,near Sanoyea,A1
